PoNumber,PostedDate,VendorID,VendorName,InvoiceNo,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,DebitedAmount,Commission,Year,Month,Day,NetSales,DueAmount,PaymentMethods,BankName,PostedNo
PO-202402-0844,2024-02-05,VND005,Yello Energy Co.,INV-20240205-4865,Hair Conditioner,PRD0039,Hygiene Products,CAT004,1492.79,47,70161.13,7903.48,62257.65,3199.02,59058.63,7266.73,2024,2,5,51791.9,25985.02,Cash,,ENT-20240205-00844
PO-202402-0997,2024-02-04,VND005,Yello Energy Co.,INV-20240204-3132,Luggage,PRD0045,Hygiene Products,CAT004,3864.99,7,27054.93,552.24,26502.69,1079.37,25423.32,166.05,2024,2,4,25257.27,18644.56,Cheque,Rupali Bank,ENT-20240204-00997
PO-202402-0159,2024-02-04,VND005,Yello Energy Co.,INV-20240204-2119,Men's Nightwear,PRD0048,Fashion Apparel,CAT001,740.24,66,48855.84,6969.26,41886.58,2494.32,39392.26,4285.79,2024,2,4,35106.47,8158.16,Cash,,ENT-20240204-00159
PO-202402-0240,2024-02-04,VND003,Shanti Enterprises,INV-20240204-6657,Body Spray,PRD0001,Cosmetics,CAT002,209.87,89,18678.43,3458.77,15219.66,209.27,15010.39,146.37,2024,2,4,14864.02,4664.85,Bkash,,ENT-20240204-00240
PO-202402-0719,2024-02-03,VND003,Shanti Enterprises,INV-20240203-7834,Shampoo,PRD0007,Hygiene Products,CAT004,2750.31,44,121013.64,6820.75,114192.89,1915.14,112277.75,1834.07,2024,2,3,110443.68,15303.16,Cheque,Sonali Bank,ENT-20240203-00719
PO-202402-1642,2024-02-03,VND002,Kazi Tea IND Ltd.,INV-20240203-3739,Face Mask,PRD0054,Cosmetics,CAT002,3863.39,51,197032.89,34987.42,162045.47,11128.4,150917.07,4664.26,2024,2,3,146252.81,11281.33,Cash,,ENT-20240203-01642
PO-202402-0533,2024-02-03,VND001,Creative Corporation,INV-20240203-4235,Condom,PRD0009,Hygiene Products,CAT004,1290.54,38,49040.52,11385.44,37655.08,3059.31,34595.77,3715.21,2024,2,3,30880.56,8818.98,Bank Transfer,City Bank,ENT-20240203-00533
PO-202402-0371,2024-02-02,VND004,Organic Solutions,INV-20240202-1428,Hair Dryer,PRD0013,Hygiene Products,CAT004,2185.18,46,100518.28,11950.47,88567.81,4906.78,83661.03,9564.13,2024,2,2,74096.9,34563.68,Cheque,Sonali Bank,ENT-20240202-00371
PO-202402-0112,2024-02-02,VND002,Kazi Tea IND Ltd.,INV-20240202-8888,Men Shirt,PRD0010,Fashion Apparel,CAT001,1363.69,12,16364.28,2146.07,14218.21,850.78,13367.43,1957.85,2024,2,2,11409.58,7688.47,Bank Transfer,Bkash,ENT-20240202-00112
PO-202402-1956,2024-02-01,VND003,Shanti Enterprises,INV-20240201-2162,Handbag,PRD0020,Accessories,CAT003,1320.13,51,67326.63,4664.61,62662.02,5307.76,57354.26,6652.08,2024,2,1,50702.18,44558.91,Cash,,ENT-20240201-01956
PO-202401-0608,2024-01-31,VND003,Shanti Enterprises,INV-20240131-2200,Condom,PRD0009,Hygiene Products,CAT004,1334.6,26,34699.6,1459.56,33240.04,1405.01,31835.03,4001.6,2024,1,31,27833.43,26735.64,Cash,,ENT-20240131-00608
PO-202401-0941,2024-01-30,VND002,Kazi Tea IND Ltd.,INV-20240130-7541,Jacket,PRD0008,Fashion Apparel,CAT001,737.78,29,21395.62,2479.63,18915.99,216.72,18699.27,2164.33,2024,1,30,16534.94,12480.89,Cash,,ENT-20240130-00941
PO-202401-1905,2024-01-30,VND006,Sun Corporation Ltd.,INV-20240130-1263,Face Mask,PRD0054,Cosmetics,CAT002,3455.34,79,272971.86,42296.72,230675.14,21376.57,209298.57,1996.26,2024,1,30,207302.31,154193.8,Cash,,ENT-20240130-01905
PO-202401-0014,2024-01-28,VND006,Sun Corporation Ltd.,INV-20240128-2108,Women's Top,PRD0005,Fashion Apparel,CAT001,457.34,5,2286.7,227.88,2058.82,0.54,2058.28,150.73,2024,1,28,1907.55,1275.74,Cash,,ENT-20240128-00014
PO-202401-0970,2024-01-28,VND004,Organic Solutions,INV-20240128-6760,Women's Saree,PRD0072,Fashion Apparel,CAT001,1558.98,88,137190.24,9615.33,127574.91,7956.17,119618.74,16012.61,2024,1,28,103606.13,59897.18,Bank Transfer,Sonali Bank,ENT-20240128-00970
PO-202401-1202,2024-01-28,VND002,Kazi Tea IND Ltd.,INV-20240128-2856,Personal Lubricant,PRD0070,Hygiene Products,CAT004,478.84,73,34955.32,2465.51,32489.81,862.19,31627.62,2315.09,2024,1,28,29312.53,18694.08,Bank Transfer,Dutch Bangla Bank,ENT-20240128-01202
PO-202401-1421,2024-01-28,VND003,Shanti Enterprises,INV-20240128-4351,Body Mist,PRD0035,Cosmetics,CAT002,2832.55,69,195445.95,29350.16,166095.79,15750.61,150345.18,1459.46,2024,1,28,148885.72,22182.55,Nagad,,ENT-20240128-01421
PO-202401-0315,2024-01-28,VND002,Kazi Tea IND Ltd.,INV-20240128-2923,Toothbrush,PRD0017,Hygiene Products,CAT004,2113.34,43,90873.62,2395.21,88478.41,6494.01,81984.4,104.34,2024,1,28,81880.06,48165.7,Nagad,,ENT-20240128-00315
PO-202401-0837,2024-01-28,VND007,Style Mart Brand,INV-20240128-4290,Hair Straightener,PRD0073,Hygiene Products,CAT004,4573.43,13,59454.59,15774.84,43679.75,2335.81,41343.94,2758.16,2024,1,28,38585.78,10130.14,Cash,,ENT-20240128-00837
PO-202401-0236,2024-01-27,VND005,Yello Energy Co.,INV-20240127-6646,Gloves,PRD0023,Hygiene Products,CAT004,144.4,2,288.8,44.33,244.47,15.66,228.81,8.99,2024,1,27,219.82,180.19,Cash,,ENT-20240127-00236
PO-202401-1872,2024-01-27,VND003,Shanti Enterprises,INV-20240127-4310,Hair Removal Cream,PRD0018,Cosmetics,CAT002,4497.49,15,67462.35,7101.56,60360.79,2277.77,58083.02,3125.67,2024,1,27,54957.35,41081.14,Nagad,,ENT-20240127-01872
PO-202401-0488,2024-01-27,VND005,Yello Energy Co.,INV-20240127-9926,Belt,PRD0002,Accessories,CAT003,658.02,4,2632.08,432.38,2199.7,152.49,2047.21,242.88,2024,1,27,1804.33,1482.63,Cheque,Rupali Bank,ENT-20240127-00488
PO-202401-1966,2024-01-27,VND001,Creative Corporation,INV-20240127-5905,Wallet,PRD0051,Accessories,CAT003,4675.58,74,345992.92,97062.77,248930.15,24483.29,224446.86,35.77,2024,1,27,224411.09,123133.81,Bank Transfer,Dutch Bangla Bank,ENT-20240127-01966
PO-202401-0639,2024-01-27,VND005,Yello Energy Co.,INV-20240127-2670,Men Jeans,PRD0078,Fashion Apparel,CAT001,3556.41,14,49789.74,3708.59,46081.15,4118.32,41962.83,4612.33,2024,1,27,37350.5,14934.48,Bank Transfer,City Bank,ENT-20240127-00639
PO-202401-0936,2024-01-26,VND005,Yello Energy Co.,INV-20240126-7032,Lipstick,PRD0061,Cosmetics,CAT002,6293.45,106,667105.7,66710.57,600395.13,30019.76,570375.37,28518.77,2024,1,26,541856.6,3000.9,Bank Transfer,City Bank,ENT-20240126-00936
PO-202401-1503,2024-01-26,VND003,Shanti Enterprises,INV-20240126-8992,Baby Wipes,PRD0069,Hygiene Products,CAT004,2759.06,23,63458.38,1725.69,61732.69,6155.56,55577.13,8046.22,2024,1,26,47530.91,17183.12,Nagad,,ENT-20240126-01503
PO-202401-0936,2024-01-26,VND005,Yello Energy Co.,INV-20240126-7032,Lipstick,PRD0061,Cosmetics,CAT002,2533.88,269,681613.72,68161.37,613452.35,30672.62,582779.73,29138.99,2024,1,26,553640.74,123978.06,Bank Transfer,City Bank,ENT-20240126-00936
PO-202401-1102,2024-01-26,VND001,Creative Corporation,INV-20240126-4579,Luggage,PRD0045,Hygiene Products,CAT004,3371.46,57,192173.22,467.63,191705.59,9519.53,182186.06,13028.45,2024,1,26,169157.61,75942.68,Cash,,ENT-20240126-01102
PO-202401-0936,2024-01-26,VND005,Yello Energy Co.,INV-20240126-7032,Lipstick,PRD0061,Cosmetics,CAT002,1731.01,27,46737.27,9511.63,37225.64,435.31,36790.33,20.86,2024,1,26,36769.47,33580.37,Bank Transfer,City Bank,ENT-20240126-00936
PO-202401-0136,2024-01-26,VND006,Sun Corporation Ltd.,INV-20240126-5050,Baby Wipes,PRD0069,Hygiene Products,CAT004,3448.05,69,237915.45,14867.14,223048.31,20081.36,202966.95,10523.09,2024,1,26,192443.86,161658.61,Bkash,,ENT-20240126-00136
PO-202401-1520,2024-01-25,VND003,Shanti Enterprises,INV-20240125-6342,Jacket,PRD0008,Fashion Apparel,CAT001,898.89,88,79102.32,2585.31,76517.01,5797.42,70719.59,5609.57,2024,1,25,65110.02,39747.86,Bkash,,ENT-20240125-01520
PO-202401-0807,2024-01-24,VND006,Sun Corporation Ltd.,INV-20240124-3743,Feminine Wash,PRD0028,Hygiene Products,CAT004,245.89,82,20162.98,4849.58,15313.4,956.14,14357.26,349.48,2024,1,24,14007.78,8105.99,Cash,,ENT-20240124-00807
PO-202401-0442,2024-01-23,VND007,Style Mart Brand,INV-20240123-6022,After Sun Lotion,PRD0074,Cosmetics,CAT002,3816.86,43,164124.98,42906.37,121218.61,3514.87,117703.74,4368.61,2024,1,23,113335.13,106361.71,Nagad,,ENT-20240123-00442
PO-202401-1374,2024-01-22,VND007,Style Mart Brand,INV-20240122-5551,Backpack,PRD0038,Hygiene Products,CAT004,1993.99,31,61813.69,9459.77,52353.92,1092.41,51261.51,5562.16,2024,1,22,45699.35,39618.08,Bank Transfer,Bkash,ENT-20240122-01374
PO-202401-0898,2024-01-22,VND001,Creative Corporation,INV-20240122-1772,Women's Skirt,PRD0046,Fashion Apparel,CAT001,363.68,93,33822.24,369.23,33453.01,1789.81,31663.2,1992.57,2024,1,22,29670.63,2084.94,Nagad,,ENT-20240122-00898
PO-202401-1435,2024-01-21,VND004,Organic Solutions,INV-20240121-1529,Body Lotion,PRD0064,Cosmetics,CAT002,731.23,13,9505.99,1452.24,8053.75,348.5,7705.25,509.28,2024,1,21,7195.97,1790.48,Cheque,Nagad,ENT-20240121-01435
PO-202401-1042,2024-01-21,VND004,Organic Solutions,INV-20240121-1901,Hand Sanitizer,PRD0004,Hygiene Products,CAT004,65.59,28,1836.52,49.22,1787.3,170.11,1617.19,45.95,2024,1,21,1571.24,595.63,Cheque,Rupali Bank,ENT-20240121-01042
PO-202401-0756,2024-01-20,VND001,Creative Corporation,INV-20240120-8574,Body Butter,PRD0016,Hygiene Products,CAT004,3008.39,47,141394.33,5805.4,135588.93,11581.43,124007.5,202.36,2024,1,20,123805.14,10799.66,Bkash,,ENT-20240120-00756
PO-202401-1152,2024-01-20,VND007,Style Mart Brand,INV-20240120-4129,Women's Leggings,PRD0079,Fashion Apparel,CAT001,4457.77,65,289755.05,10148.51,279606.54,26851.64,252754.9,33604.91,2024,1,20,219149.99,143015.11,Nagad,,ENT-20240120-01152
PO-202401-0268,2024-01-20,VND005,Yello Energy Co.,INV-20240120-5754,Personal Toys,PRD0040,Hygiene Products,CAT004,1542.33,83,128013.39,21101.82,106911.57,5242.74,101668.83,8078.22,2024,1,20,93590.61,66964.62,Bkash,,ENT-20240120-00268
PO-202401-1584,2024-01-20,VND002,Kazi Tea IND Ltd.,INV-20240120-4254,Umbrella,PRD0060,Accessories,CAT003,2912.7,43,125246.1,8948.45,116297.65,1197.8,115099.85,11082.1,2024,1,20,104017.75,38157.92,Bank Transfer,Bkash,ENT-20240120-01584
PO-202401-1780,2024-01-20,VND001,Creative Corporation,INV-20240120-5355,Feminine Wash,PRD0028,Hygiene Products,CAT004,698.54,50,34927.0,9366.16,25560.84,52.06,25508.78,103.34,2024,1,20,25405.44,11329.04,Nagad,,ENT-20240120-01780
PO-202401-0669,2024-01-20,VND001,Creative Corporation,INV-20240120-9674,Bra & Panty Set,PRD0031,Hygiene Products,CAT004,1299.39,20,25987.8,7075.9,18911.9,356.89,18555.01,2771.36,2024,1,20,15783.65,12027.59,Bkash,,ENT-20240120-00669
PO-202401-1350,2024-01-19,VND007,Style Mart Brand,INV-20240119-6433,Lipstick,PRD0061,Cosmetics,CAT002,4857.85,61,296328.85,26225.91,270102.94,5412.48,264690.46,27948.68,2024,1,19,236741.78,73404.2,Bank Transfer,Dutch Bangla Bank,ENT-20240119-01350
PO-202401-1812,2024-01-19,VND001,Creative Corporation,INV-20240119-6295,Bra & Panty Set,PRD0031,Hygiene Products,CAT004,3546.81,53,187980.93,1224.71,186756.22,15159.45,171596.77,20169.21,2024,1,19,151427.56,45381.63,Bkash,,ENT-20240119-01812
PO-202401-0462,2024-01-19,VND005,Yello Energy Co.,INV-20240119-4479,Face Serum,PRD0053,Cosmetics,CAT002,3331.67,45,149925.15,32449.88,117475.27,2934.34,114540.93,7677.41,2024,1,19,106863.52,83928.91,Nagad,,ENT-20240119-00462
PO-202401-1937,2024-01-18,VND001,Creative Corporation,INV-20240118-5026,Gloves,PRD0023,Hygiene Products,CAT004,3175.06,62,196853.72,2712.35,194141.37,7037.13,187104.24,15660.41,2024,1,18,171443.83,48002.03,Bank Transfer,BRAC Bank,ENT-20240118-01937
PO-202401-0263,2024-01-18,VND002,Kazi Tea IND Ltd.,INV-20240118-5398,Hair Conditioner,PRD0039,Hygiene Products,CAT004,652.32,60,39139.2,10290.42,28848.78,734.15,28114.63,1317.65,2024,1,18,26796.98,16023.41,Cash,,ENT-20240118-00263
PO-202401-0205,2024-01-17,VND006,Sun Corporation Ltd.,INV-20240117-5251,Sunscreen,PRD0068,Hygiene Products,CAT004,457.19,55,25145.45,835.99,24309.46,1379.44,22930.02,1666.76,2024,1,17,21263.26,7063.41,Bank Transfer,Dutch Bangla Bank,ENT-20240117-00205
PO-202401-0410,2024-01-16,VND004,Organic Solutions,INV-20240116-2911,Mouthwash,PRD0025,Hygiene Products,CAT004,976.06,88,85893.28,25296.52,60596.76,5726.14,54870.62,34.22,2024,1,16,54836.4,25230.75,Bkash,,ENT-20240116-00410
PO-202401-1591,2024-01-15,VND002,Kazi Tea IND Ltd.,INV-20240115-8941,Makeup Kit,PRD0056,Cosmetics,CAT002,9223.68,241,2222906.88,222290.69,2000616.19,100030.81,1900585.38,95029.27,2024,1,15,1805556.11,486805.43,Bank Transfer,Sonali Bank,ENT-20240115-01591
PO-202401-1591,2024-01-15,VND002,Kazi Tea IND Ltd.,INV-20240115-8941,Makeup Kit,PRD0056,Cosmetics,CAT002,2705.26,21,56810.46,1159.19,55651.27,4639.59,51011.68,3157.16,2024,1,15,47854.52,19369.8,Bank Transfer,Sonali Bank,ENT-20240115-01591
PO-202401-0484,2024-01-15,VND002,Kazi Tea IND Ltd.,INV-20240115-9149,Nail Polish,PRD0055,Cosmetics,CAT002,4589.41,55,252417.55,33995.96,218421.59,13258.62,205162.97,10929.81,2024,1,15,194233.16,130080.02,Nagad,,ENT-20240115-00484
PO-202401-1091,2024-01-15,VND006,Sun Corporation Ltd.,INV-20240115-7312,Lipstick,PRD0061,Cosmetics,CAT002,4214.84,36,151734.24,9854.26,141879.98,14069.14,127810.84,4777.29,2024,1,15,123033.55,9772.05,Cheque,Rupali Bank,ENT-20240115-01091
PO-202401-0002,2024-01-14,VND007,Style Mart Brand,INV-20240114-9722,Women's Leggings,PRD0079,Fashion Apparel,CAT001,4280.59,17,72770.03,7946.56,64823.47,5387.62,59435.85,2734.94,2024,1,14,56700.91,42148.65,Bkash,,ENT-20240114-00002
PO-202401-0231,2024-01-13,VND005,Yello Energy Co.,INV-20240113-3172,Perfume,PRD0014,Cosmetics,CAT002,4193.93,61,255829.73,19336.93,236492.8,4960.25,231532.55,23353.5,2024,1,13,208179.05,42875.46,Bank Transfer,Nagad,ENT-20240113-00231
PO-202401-1434,2024-01-13,VND004,Organic Solutions,INV-20240113-8272,Men T-Shirt,PRD0026,Fashion Apparel,CAT001,3987.8,23,91719.4,869.82,90849.58,3976.01,86873.57,12372.36,2024,1,13,74501.21,34149.81,Nagad,,ENT-20240113-01434
PO-202401-1088,2024-01-13,VND007,Style Mart Brand,INV-20240113-8460,Body Scrub,PRD0047,Hygiene Products,CAT004,2407.12,6,14442.72,3667.54,10775.18,701.89,10073.29,997.32,2024,1,13,9075.97,2136.0,Cheque,Rupali Bank,ENT-20240113-01088
PO-202401-1473,2024-01-12,VND001,Creative Corporation,INV-20240112-6642,After Sun Lotion,PRD0074,Cosmetics,CAT002,1372.18,89,122124.02,26508.71,95615.31,3158.68,92456.63,4821.04,2024,1,12,87635.59,31968.07,Cash,,ENT-20240112-01473
PO-202401-1371,2024-01-12,VND002,Kazi Tea IND Ltd.,INV-20240112-6660,Hair Straightener,PRD0073,Hygiene Products,CAT004,3427.06,28,95957.68,18278.21,77679.47,360.06,77319.41,9516.92,2024,1,12,67802.49,4.18,Nagad,,ENT-20240112-01371
PO-202401-0477,2024-01-12,VND004,Organic Solutions,INV-20240112-7528,Foot Care Cream,PRD0041,Cosmetics,CAT002,3157.49,57,179976.93,53368.58,126608.35,11271.79,115336.56,10166.13,2024,1,12,105170.43,94232.46,Cash,,ENT-20240112-00477
PO-202401-1062,2024-01-11,VND004,Organic Solutions,INV-20240111-2770,Wallet,PRD0051,Accessories,CAT003,639.64,42,26864.88,4204.63,22660.25,1121.71,21538.54,1404.27,2024,1,11,20134.27,9556.68,Bkash,,ENT-20240111-01062
PO-202401-0104,2024-01-10,VND002,Kazi Tea IND Ltd.,INV-20240110-3109,Luggage,PRD0045,Hygiene Products,CAT004,4962.12,40,198484.8,15176.44,183308.36,13450.28,169858.08,3601.36,2024,1,10,166256.72,120851.52,Cash,,ENT-20240110-00104
PO-202401-1756,2024-01-08,VND006,Sun Corporation Ltd.,INV-20240108-7453,Hoodie,PRD0075,Fashion Apparel,CAT001,4767.79,24,114426.96,19202.22,95224.74,9192.88,86031.86,12730.46,2024,1,8,73301.4,10811.7,Cash,,ENT-20240108-01756
PO-202401-0493,2024-01-08,VND003,Shanti Enterprises,INV-20240108-4943,Feminine Wash,PRD0028,Hygiene Products,CAT004,3841.62,74,284279.88,49665.24,234614.64,3470.0,231144.64,4278.61,2024,1,8,226866.03,74331.42,Cheque,Janata Bank,ENT-20240108-00493
PO-202401-0009,2024-01-07,VND005,Yello Energy Co.,INV-20240107-4378,Face Wash,PRD0022,Hygiene Products,CAT004,4786.08,72,344597.76,8433.34,336164.42,30359.12,305805.3,7298.24,2024,1,7,298507.06,101782.17,Bkash,,ENT-20240107-00009
PO-202401-0009,2024-01-07,VND005,Yello Energy Co.,INV-20240107-4378,Face Wash,PRD0022,Hygiene Products,CAT004,7344.48,100,734448.0,73444.8,661003.2,33050.16,627953.04,31397.65,2024,1,7,596555.39,17069.33,Bkash,,ENT-20240107-00009
PO-202401-1911,2024-01-07,VND006,Sun Corporation Ltd.,INV-20240107-9479,Hair Serum,PRD0011,Cosmetics,CAT002,4894.99,46,225169.54,63928.87,161240.67,7615.76,153624.91,7512.18,2024,1,7,146112.73,979.11,Cash,,ENT-20240107-01911
PO-202401-1307,2024-01-07,VND007,Style Mart Brand,INV-20240107-8151,Hair Conditioner,PRD0039,Hygiene Products,CAT004,2560.38,12,30724.56,17.38,30707.18,780.39,29926.79,629.84,2024,1,7,29296.95,6854.29,Cheque,Janata Bank,ENT-20240107-01307
PO-202401-0374,2024-01-06,VND001,Creative Corporation,INV-20240106-1918,Women's Leggings,PRD0079,Fashion Apparel,CAT001,4044.34,26,105152.84,27950.15,77202.69,6935.54,70267.15,4844.52,2024,1,6,65422.63,2378.1,Bank Transfer,Nagad,ENT-20240106-00374
PO-202401-0473,2024-01-06,VND005,Yello Energy Co.,INV-20240106-8432,Hair Serum,PRD0011,Cosmetics,CAT002,4976.52,13,64694.76,13740.23,50954.53,4434.11,46520.42,5047.68,2024,1,6,41472.74,17162.62,Bank Transfer,City Bank,ENT-20240106-00473
PO-202401-1486,2024-01-06,VND002,Kazi Tea IND Ltd.,INV-20240106-1840,Toothbrush,PRD0017,Hygiene Products,CAT004,3642.77,84,305992.68,86126.45,219866.23,19079.87,200786.36,4823.5,2024,1,6,195962.86,157617.43,Bkash,,ENT-20240106-01486
PO-202401-1089,2024-01-05,VND003,Shanti Enterprises,INV-20240105-1425,Perfume,PRD0014,Cosmetics,CAT002,4743.88,93,441180.84,118624.69,322556.15,15764.79,306791.36,1017.17,2024,1,5,305774.19,70915.55,Cheque,BRAC Bank,ENT-20240105-01089
PO-202401-1137,2024-01-05,VND001,Creative Corporation,INV-20240105-2822,Men's Innerwear,PRD0015,Fashion Apparel,CAT001,4911.86,51,250504.86,61172.17,189332.69,8883.76,180448.93,13676.83,2024,1,5,166772.1,118087.15,Bank Transfer,City Bank,ENT-20240105-01137
PO-202401-1995,2024-01-04,VND006,Sun Corporation Ltd.,INV-20240104-5865,Beard Oil,PRD0049,Cosmetics,CAT002,3803.34,7,26623.38,2874.64,23748.74,2169.09,21579.65,1474.09,2024,1,4,20105.56,19973.6,Cheque,BRAC Bank,ENT-20240104-01995
PO-202401-1264,2024-01-03,VND002,Kazi Tea IND Ltd.,INV-20240103-7459,Hair Serum,PRD0011,Cosmetics,CAT002,2562.79,79,202460.41,58606.8,143853.61,12574.1,131279.51,6729.06,2024,1,3,124550.45,32644.54,Bkash,,ENT-20240103-01264
PO-202401-0334,2024-01-02,VND001,Creative Corporation,INV-20240102-2279,Gloves,PRD0023,Hygiene Products,CAT004,2611.44,30,78343.2,15042.85,63300.35,2043.67,61256.68,5772.77,2024,1,2,55483.91,13400.22,Cheque,Rupali Bank,ENT-20240102-00334
PO-202401-1548,2024-01-02,VND005,Yello Energy Co.,INV-20240102-6934,Condom,PRD0009,Hygiene Products,CAT004,8094.19,153,1238411.07,123841.11,1114569.96,55728.5,1058841.46,52942.07,2024,1,2,1005899.39,343468.62,Bkash,,ENT-20240102-01548
PO-202401-1807,2024-01-02,VND004,Organic Solutions,INV-20240102-5707,Bra & Panty Set,PRD0031,Hygiene Products,CAT004,3731.84,54,201519.36,55138.82,146380.54,13267.77,133112.77,14597.45,2024,1,2,118515.32,112561.48,Bkash,,ENT-20240102-01807
PO-202401-0932,2024-01-02,VND004,Organic Solutions,INV-20240102-6724,Footwear,PRD0065,Hygiene Products,CAT004,2663.59,48,127852.32,25762.83,102089.49,7498.76,94590.73,11386.16,2024,1,2,83204.57,68614.98,Bank Transfer,Sonali Bank,ENT-20240102-00932
PO-202401-1548,2024-01-02,VND005,Yello Energy Co.,INV-20240102-6934,Condom,PRD0009,Hygiene Products,CAT004,2877.67,71,204314.57,60775.69,143538.88,6386.28,137152.6,19644.69,2024,1,2,117507.91,45682.82,Bkash,,ENT-20240102-01548
PO-202401-0909,2024-01-01,VND006,Sun Corporation Ltd.,INV-20240101-7779,Women's Kurti,PRD0081,Fashion Apparel,CAT001,2148.34,9,19335.06,583.09,18751.97,239.64,18512.33,1979.14,2024,1,1,16533.19,14828.38,Cheque,Rupali Bank,ENT-20240101-00909
PO-202401-1532,2024-01-01,VND002,Kazi Tea IND Ltd.,INV-20240101-4448,Condom,PRD0009,Hygiene Products,CAT004,957.81,62,59384.22,17349.02,42035.2,2125.07,39910.13,843.02,2024,1,1,39067.11,15984.96,Cheque,Rupali Bank,ENT-20240101-01532
PO-202312-0042,2023-12-31,VND007,Style Mart Brand,INV-20231231-7027,Hair Dryer,PRD0013,Hygiene Products,CAT004,3107.73,79,245510.67,61555.0,183955.67,15451.48,168504.19,19349.12,2023,12,31,149155.07,25903.69,Nagad,,ENT-20231231-00042
PO-202312-0958,2023-12-30,VND005,Yello Energy Co.,INV-20231230-9922,Backpack,PRD0038,Hygiene Products,CAT004,9657.91,98,946475.18,94647.52,851827.66,42591.38,809236.28,40461.81,2023,12,30,768774.47,201663.66,Cheque,City Bank,ENT-20231230-00958
PO-202312-1328,2023-12-30,VND007,Style Mart Brand,INV-20231230-6969,Gloves,PRD0023,Hygiene Products,CAT004,1178.26,38,44773.88,8100.55,36673.33,2205.18,34468.15,1203.4,2023,12,30,33264.75,26645.94,Nagad,,ENT-20231230-01328
PO-202312-1833,2023-12-30,VND006,Sun Corporation Ltd.,INV-20231230-5942,Men Shirt,PRD0010,Fashion Apparel,CAT001,550.38,72,39627.36,5936.96,33690.4,760.83,32929.57,4646.4,2023,12,30,28283.17,26222.48,Bank Transfer,BRAC Bank,ENT-20231230-01833
PO-202312-0958,2023-12-30,VND005,Yello Energy Co.,INV-20231230-9922,Backpack,PRD0038,Hygiene Products,CAT004,3779.77,46,173869.42,26532.06,147337.36,8505.44,138831.92,9088.72,2023,12,30,129743.2,93941.1,Cheque,City Bank,ENT-20231230-00958
PO-202312-0841,2023-12-29,VND003,Shanti Enterprises,INV-20231229-9544,Baby Wipes,PRD0069,Hygiene Products,CAT004,1968.17,75,147612.75,4413.95,143198.8,5288.07,137910.73,10465.25,2023,12,29,127445.48,79340.06,Bank Transfer,Rupali Bank,ENT-20231229-00841
PO-202312-0503,2023-12-29,VND004,Organic Solutions,INV-20231229-8803,Shampoo,PRD0007,Hygiene Products,CAT004,3869.4,29,112212.6,30233.7,81978.9,6773.35,75205.55,10198.02,2023,12,29,65007.53,48923.12,Cash,,ENT-20231229-00503
PO-202312-1060,2023-12-29,VND002,Kazi Tea IND Ltd.,INV-20231229-5465,Scarf,PRD0076,Accessories,CAT003,930.64,80,74451.2,454.57,73996.63,3636.8,70359.83,9849.0,2023,12,29,60510.83,1411.26,Bank Transfer,Nagad,ENT-20231229-01060
PO-202312-0937,2023-12-29,VND002,Kazi Tea IND Ltd.,INV-20231229-8745,Watch,PRD0043,Accessories,CAT003,991.32,57,56505.24,4404.68,52100.56,2483.33,49617.23,4490.53,2023,12,29,45126.7,43453.23,Bank Transfer,Rupali Bank,ENT-20231229-00937
PO-202312-0350,2023-12-29,VND006,Sun Corporation Ltd.,INV-20231229-3627,Mouthwash,PRD0025,Hygiene Products,CAT004,1490.55,55,81980.25,7646.12,74334.13,3969.41,70364.72,8792.1,2023,12,29,61572.62,55040.77,Bkash,,ENT-20231229-00350
PO-202312-0494,2023-12-28,VND007,Style Mart Brand,INV-20231228-4301,Umbrella,PRD0060,Accessories,CAT003,965.38,63,60818.94,3712.31,57106.63,4693.97,52412.66,6385.86,2023,12,28,46026.8,45952.51,Cheque,Sonali Bank,ENT-20231228-00494
PO-202312-1251,2023-12-28,VND004,Organic Solutions,INV-20231228-2511,Kids Dress,PRD0067,Fashion Apparel,CAT001,4386.15,17,74564.55,11184.45,63380.1,5429.36,57950.74,5956.08,2023,12,28,51994.66,19003.98,Bank Transfer,Sonali Bank,ENT-20231228-01251
PO-202312-0735,2023-12-28,VND006,Sun Corporation Ltd.,INV-20231228-2028,Shampoo,PRD0007,Hygiene Products,CAT004,2778.03,83,230576.49,18117.37,212459.12,5569.76,206889.36,17951.18,2023,12,28,188938.18,161993.37,Cash,,ENT-20231228-00735
PO-202312-1417,2023-12-27,VND003,Shanti Enterprises,INV-20231227-5674,Toothbrush,PRD0017,Hygiene Products,CAT004,4245.26,76,322639.76,47966.63,274673.13,19663.65,255009.48,21522.42,2023,12,27,233487.06,42259.53,Bkash,,ENT-20231227-01417
PO-202312-0320,2023-12-27,VND007,Style Mart Brand,INV-20231227-2274,Hand Sanitizer,PRD0004,Hygiene Products,CAT004,76.8,79,6067.2,638.35,5428.85,3.86,5424.99,306.25,2023,12,27,5118.74,1114.02,Nagad,,ENT-20231227-00320
PO-202312-1136,2023-12-27,VND003,Shanti Enterprises,INV-20231227-2777,Hair Dryer,PRD0013,Hygiene Products,CAT004,3800.78,60,228046.8,49118.37,178928.43,6201.3,172727.13,13145.09,2023,12,27,159582.04,70556.61,Bkash,,ENT-20231227-01136
